REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591085301	HYDROCODONE	2.0	null	null	null	null	0000	01192008	1.2108	200.0	880	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038701	HYDROCODONE	1.0	null	null	null	null	0000	03292008	0.45405	100.0	1399	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	03012008	3.0269999999999997	1000.0	8	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	0000	05102008	1.5135	500.0	486	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	06142008	3.0269999999999997	1000.0	666	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	0000	10042008	2.27025	500.0	165	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038801	HYDROCODONE	2.0	null	null	null	null	0000	11152008	0.3027	200.0	732	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	2.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591085301	HYDROCODONE	1.0	null	null	null	null	0000	01242009	0.6054	100.0	1150	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	1.0	null	null	null	null	0000	01242009	3.0269999999999997	500.0	1152	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	3.0	null	null	null	null	0000	01172009	9.081	1500.0	796	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591085301	HYDROCODONE	4.0	null	null	null	null	0000	01032009	2.4216	400.0	92	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	0000	07252009	2.27025	500.0	1278	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038801	HYDROCODONE	1.0	null	null	null	null	0000	08012009	0.15135	100.0	12	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	2.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	0000	08152009	2.27025	500.0	753	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	2.0	null	null	null	null	0000	06042010	3.0269999999999997	1000.0	223	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	3.0	null	null	null	null	0000	02252011	4.5405	1500.0	1559	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591034905	HYDROCODONE	3.0	null	null	null	null	0000	03252011	4.5405	1500.0	1566	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591038701	HYDROCODONE	1.0	null	null	null	null	0000	04082011	0.45405	100.0	622	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	3.0	null	null	null	null	0000	04012011	9.081	1500.0	66	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591054005	HYDROCODONE	1.0	null	null	null	null	0000	04012011	3.0269999999999997	500.0	68	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	2.0	null	null	null	null	null	01272012	6.053999999999999	1000.0	1334	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	3.0	null	null	null	null	null	03162012	9.081	1500.0	785	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591320301	HYDROCODONE	7.0	null	null	null	null	null	08312012	3.17835	700.0	1361	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113442	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #14	485 EAST MAIN STREET	null	MALONE	NY	12953	FRANKLIN	S	9193	00591050305	HYDROCODONE	2.0	null	null	null	null	null	11302012	6.053999999999999	1000.0	1216	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591038701	HYDROCODONE	2.0	null	null	null	null	0000	09082006	0.9081	200.0	354	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591085301	HYDROCODONE	7.0	null	null	null	null	0000	11032006	4.2378	700.0	112	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00603388621	HYDROCODONE	3.0	null	null	null	null	0000	01052007	1.8162	300.0	216	HYDROCODONE BITARTRATE AND ACETA 10M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591038701	HYDROCODONE	2.0	null	null	null	null	0000	02022007	0.9081	200.0	62	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591034905	HYDROCODONE	3.0	null	null	null	null	0000	08042007	4.5405	1500.0	200	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591034905	HYDROCODONE	1.0	null	null	null	null	0000	08182007	1.5135	500.0	867	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591038701	HYDROCODONE	5.0	null	null	null	null	0000	11032007	2.27025	500.0	123	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	53746014501	HYDROCODONE	1.0	null	null	null	null	0000	12082007	0.45405	100.0	419	HYDROCODONE/IBUPROFEN 7.5MG/200MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591320301	HYDROCODONE	2.0	null	null	null	null	0000	02092008	0.9081	200.0	430	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591050305	HYDROCODONE	1.0	null	null	null	null	0000	03012008	3.0269999999999997	500.0	37	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591085301	HYDROCODONE	8.0	null	null	null	null	0000	11012008	4.8432	800.0	40	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591085301	HYDROCODONE	12.0	null	null	null	null	0000	02282009	7.2648	1200.0	1418	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	0000	03212009	2.27025	500.0	1087	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591034905	HYDROCODONE	3.0	null	null	null	null	0000	06272009	4.5405	1500.0	1462	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5.0
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113454	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #16	40 SH 310	null	CANTON	NY	13617	SAINT LAWRENCE	S	9193	00591320301	HYDROCODONE	2.0	null	null	null	null	0000	08222009	0.9081	200.0	1166	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
